name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
#GUNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repulser,Repulser7s,1,,2000,400,,40,,,80,12,,,,ENERGY,30,,0.20,0.35,5,0.09,15,15,,,,900,,,500,,,PD,"energy4, pd19, rare_bp, hist1t, merc, ind, tritachyon, sindrian_diktat, remnants",,Brand-New,,General,,,,,"When in close-proximity with targets, projectiles explodes violently, %s nearby entities. Effects may be stronger or weaker depending on targets' %s.",repulsing away | mass,Projectiles may lose cohesion and will explode before reaching the weapon's maximum range.,,,
Slag Cannon,Slagga7s,0,,4000,700,,200,150,125,25,25,,,,FRAGMENTATION,200,,0,0.5,1,,0,10,1,7,,750,,,400,,,USE_LESS_VS_SHIELDS,"he18, lowtech_bp, merc, ind, luddic_church, persean, hegemony, luddic_path, pirates, pirate",,Brand-New,,Anti Armor,,,,,Hits on hull %s armor damage reduction. Weapon's targetting AI will attempt to avoid hitting shields when on auto-fire mode. Does less damage against exposed hull.,ignore,"During their trajectory, projectiles lose cohetion and dissolve into molten pieces, that are treated as %s for PD weapons.",''flares'',,
Mortar Layer,Mortar_layer7s,0,,1200,250,,100,,80,0,10,,,,FRAGMENTATION,30,,0,4.5,25,0.08,60,60,1,10,,150,,,500,,160,"PD, ANTI_FTR, DO_NOT_CONSERVE","he4, pd13, SR, base_bp, merc, ind, luddic_church, persean, hegemony, luddic_path, pirates, pirate",,Brand-New,,Area Defense,,,Can't turn,Blind,"Fires projectiles in a %s, making a heavy clustering",wide area,%s Projectiles can hit allies,WARNING:,TRUE,
Pulse Accelerator,Plasma_accelerator7s,3,,9000,800,500,,,10,25,27,,,,ENERGY,,900,1.25,0.65,0.1,2,,,,,10000,,,,,,,,"energy20, beam15,  LR, rare_bp, hist1t, merc, ind, tritachyon, sindrian_diktat, remnants, persean",,Brand-New,,Strike/Suppression,,,,,"When fully charged, fires a projectile that deals %s energy damage, and is capable to hit for %s on shields.",1000 | hardflux,,,TRUE,
Electric Discharger,Electric_dispenser7s,1,,800,250,,20,50,0,100,4,,,,FRAGMENTATION,25,,0,2,2,0.025,,,,,,10000,,,,,25,PD,"energy20, beam15,  LR, rare_bp, hist1t, merc, ind, tritachyon, sindrian_diktat, remnants, persean",,Brand-New,,Point Defense,,,,Perfect,"Fires Electromagnetic Pulses that affect missiles, disabling engines and/or disarming their fuses, leaving them harmless.",,,,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DECO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHASE DECORATION,Ex7s_graphicsphase7s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,no_dealer,,,,,,,,,,,,,,
CORE BIG,Core_bright_big7s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,no_dealer,,,,,,,,,,,,,,
