id,type,text1,text2,text3,notes
#====================================== FIGHTERS ======================================,,,,,
,,,,,
al_monodrone,SHIP,"A cheap, unmanned combat drone consisting of little more than an engine and a weapon bolted to a gyroscope. Due to the lack of any real maintenance profile or crew requirement, they are bar none the most cost-effective fighter-based fire support option to be found anywhere. Unfortunately they perform about as well as one would expect, struggling to do any real damage to warships and being nigh incapable of engaging other fighters in direct combat.",,,

loa_baron,SHIP,"A carrier-operated gunboat best deployed to counter a fighter-heavy environment. Though slow, thick armor keeps its considerable crew compliment alive, while an omnidirectional array of laser weapons make the going tough for incomming missiles and enemy strike craft. The Baron can also harass warships with kinetic missiles and its own hulking frame, but a lack of sustained damage makes it struggle against anything larger than a frigate. Additionally, this wing is capable of supporting ground operations in a gunship role.",,,

loa_jack,SHIP,"A heavy combat drone posessing a wide but unimpressive engagement profile. Capable of posing some sort of threat to just about any targer, the Jack is mostly held back by a flimsy frame exposed by a lack of shields. However, captains and crews alike pay little mind to the grevious casualties Jacks tend to suffer, since they are entirely un-manned and easy to replace.",,,

loa_bidrone,SHIP,"A reasonably sturdy, appreciably dangerous, and amazingly cheap heavy combat drone. Achieving this desirable blend of traits seems to have required too many design elements specific to the context of a Hawke class drone carrier for it to be practically translated into a general-use fighter wing.",,,

al_emdrone,SHIP,"Little more than an armored tesla coil built around a tidal generator. The creatively named EMP Disc"" is less of a drone than an esoteric weapon in and of itself. Directed by specialized magnetic levitation turrets housed within a host vessel", its control scheme doubles as its powersource, the magnetic pull on the internal generator powering the coils," which lash out at nearby targets once saturation is achieved."""

al_ace,SHIP,"A well-rounded dogfighter from head to toe, the Ace combines sturdy hull plating with respectable maneuverability and reliable damage application. This results in a fairly wide engagement profile with extra emphasis on engaging other strike craft. Additionally, this wing is capable of supporting ground operations in an air superiority role.",,,

al_earl,SHIP,"Loosely classified as a strike fighter, the Earl operates more akin to a proper bomber, the whole ship being dedicated to delivering a single devastating payload of superheated plasma. A reinforced hull and independently powered shield generator help it survive its harrowing journey.",,,

