name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Charlatan,thg_charlatan,Phase Frigate,Explorarium,flarelauncher_fighter,5,3000,600,1700,2000,180,30,,100,90,75,40,75,250,PHASE,phasecloak,90,,,0.05,0.05,0,0,10,10,1,20,9,26000,5,10,350,0.15,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,2,,228
Canteen,thg_canteen,Destroyer,Explorarium,flarelauncher,4,3000,300,2000,1600,100,40,1,70,55,35,20,25,350,NONE,,0,0,0,,,0,0,350,350,1,15,8,15000,10,5,300,0.15,4,4,,,,,,,"UNBOARDABLE, CARRIER, HIDE_IN_CODEX","derelict, auto_rec",,0.6,2,3,,308
Outpost,thg_outpost,Light Drone Carrier,Explorarium,flarelauncher_active,8,3750,500,2500,2150,150,80,2,65,70,40,35,25,400,NONE,,90,0.6,1,,,0,0,20,30,1,20,9,4000,7.5,10,400,0.15,8,8,,,,,,,"CARRIER, UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,318
Kilt,thg_kilt,Phase Drone,Explorarium,flarelauncher_fighter,8,4500,600,2250,2000,225,55,,80,100,70,45,75,350,PHASE,phasecloak,90,,,0.05,0.04,0,0,10,25,1.5,30,8,25000,7.5,15,350,0.2,7,7,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,228
Castellan,thg_castellan,Drone Autofactory,Explorarium,flarelauncher,25,10000,550,6000,5000,350,100,4,40,30,15,25,10,5000,OMNI,,75,0.5,1,,,0,0,1000,1500,4,80,6,100000,4,25,750,0.2,15,15,200,333,,,,,"CARRIER, UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.7,2,4,,502
Macuahuitl,thg_macahuitl,Drone,Explorarium,maneuveringjets,3,1100,250,1250,1000,110,25,,160,135,70,40,60,135,NONE,,90,.9,1,,,0,0,10,10,.5,15,10,5500,7.5,10,350,0.2,2,2,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.75,2,2,,217
Luncheon,thg_luncheon,Drone Tanker,Explorarium,flarelauncher,2,1500,300,2000,1250,150,30,,120,95,50,30,60,200,OMNI,,40,0.5,1.2,,,0,0,100,250,1,300,10,6500,10,20,350,0.2,2,2,,,150,300,,,"TANKER, UNBOARDABLE, HIDE_IN_CODEX","auto_rec, derelict",,0.7,2,4,,209
Key,thg_key,,Explorarium,flarelauncher_single,,100,15,200,,60,0,,300,300,385,125,200,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Trencher,thg_trencher,,Explorarium,,,275,50,300,,90,0,,275,350,250,150,250,50,PHASE,phasecloak,0,0,0,.05,.07,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Bumblebee,thg_bumblebee,,Explorarium,flarelauncher,,600,100,300,,75,0,,200,250,200,80,90,80,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Absolver,thg_absolver,Cruiser,Explorarium,flarelauncher,10,10000,950,9500,1200,550,140,1,60,50,35,25,20,2250,OMNI,,45,0.8,1,,,0,0,300,100,1.5,100,8,90000,5,10,750,0.25,13,13,,,,,,,"CARRIER, UNBOARDABLE, HIDE_IN_CODEX","rare_bp, derelict, auto_rec",,0.6,2,3,,403
Helmsman,thg_Helmsman,Heavy Drone,Explorarium,damper,8,7000,800,3000,2813,200,70,,55,40,25,20,15,550,NONE,,0,0,0,,,0,0,50,25,2.5,25,7,45000,7.5,10,600,0.25,8,6,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,316
Pachinko,thg_pachinko,,Explorarium,displacer_degraded,,50,10,100,,50,0,,420,400,350,200,350,10,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
