id,type,text1,text2,text3,text4,notes
thg_starlight,WEAPON,"An ambitious weapon based on the technology behind the infamous Mjolnir, the starlight point defense cannon fires a flurry of unstable  magneto-gravitic projectiles trapped within a thin plasma field which, upon impacting any particle - be it the hull of a ship or a micrometeoroid, violently erupts in an EMP-rich discharge. Designed to take down modern, shielded fightercraft, it is effective against most all small targets, and still stands viable as a sustained disruption weapon against larger craft, though it's flux effeciency leaves much to be desired owing to the raw heat generated by it's hybrid loading system.",,,,
thg_starlight_single,WEAPON,"The smallest member of the Starlight plasma magneto-gravitic cannon family, the Starlite employs the same technology as it's larger brethren, though in an ultra-compact package. The resulting weapon is still quite effecient as a point defense weapon against virtually all targets, though it struggles greatly from overheating and flux effeciency issues due to the complexity of it's mechanism combined with a miniaturized flux sink.",,,,
thg_starlight_double,WEAPON,"The mid-sized mounting in the Starlight plasma cannon family, the Starbright employs the same technology as it's larger brother in a more compact package, firing EMP-inducing unstable energy proximity rounds in high volumes, proving effective against virtually all targets, though at a sharp cost in flux effeciency and raw damage output when compared to more traditional flak weaponry.",,,,
thg_remnant_swarmer_fighter,WEAPON,"A rotary tube of swarmer-pattern missiles, which has been upgraded by AI design into a much swifter design, swapping out it's archaic explosive warhead in favor of a slightly lighter energy-based charge, carrying with it a powerful EMP effect capable of disabling enemy fighter craft and small vessel's weapon systems.",,,,
thg_plaspulser,WEAPON,"A lightweight energy weapon originally designed to be mounted to light fighter craft, though it quickly gained popularity as a light mounting on auxillary craft thanks to it's low mounting overhead and PD capability.",,,,
thg_plaspulserbig,WEAPON,"The predecessor to the slightly more advanced Paladin PD system, the Chaplain utilizes an array of projectile-based plasma pulsers to fire a withering hail of relatively stable plasma projectiles to wipe out fighter and missile screens alike. While roughly as effective as a standard paladin system in most regards, it's not quite as reliable against extremely fast targets owing to it's projectiles travel time.",,,,
thg_squalorftr,WEAPON,"A rather complex, yet ingenious system allowing fighter-sized craft to continually produce and launch squall-class kinetic missiles, providing a long-range pressure weapon as well as a decent interceptor missile, owing to it's comparitively quick time-to-arm compared to capital-grade variations.",,,,
thg_accretion,SHIP,"Essentially a flying, AI-operated hangar equipped with an extensive supplementary sensor suite, the Accretion-class droneship carrier cruiser provides autonomous AI fleets with a solid rear-echelon support vessel, capable of screening a wide area with it's PD oriented weapons package while releasing swarms of autonomous fighters, or providing long-range support with it's missile package.",,,,
thg_crisis,SHIP,"Borne from  a joint venture well before the collapse between Tritachyon and Orbital Fabrique's lead engineers on their wildly successful 'Kite', the Crisis features a notably heavier weapons package coupled with improved combat capabiltiies across the board, ranging from an upgraded flux core and shield to improved engines coupled with a plasma-jet injector system, providing it with nigh-on unmatched mobility for a combat vessel.",,,,
thg_crisismkii,SHIP,"A modifiaction of the Crisis undertaken - presumably - by AI interference, owing to it's lack of a catalogue date prior to the collapse. It's AI contaiment core has been greatly miniaturized and re-located, with the excess space having been re-utilized to house a compact launch bay and microforge, capable of producing a single Spark-class escort drone. Though this modification causes a slight reduction in flux performance owing to the necessary re-routing of power, it overall greatly improves the survivability of the craft in a skirmishing role.",,,,
thg_sarcophagus,SHIP,"An exceptionally compact modular autonomous carrier, the smallest of which was produced by Tritachyon prior to the collapse of the gate network. It's arms package is relatively light, though it is more than capable of providing light missile support alongside it's fighter complement to front-line skirmisher drones and larger battle lines alike, while maintaining an extremely tight logistical profile for it's size and purpose.",,,,
thg_sacrophagusmkii,SHIP,"A modification of the Sarcophagus presumably undertaken through post-collapse AI modification, which does away with it's integrated hangar bay in favor of carrying a more substantial arms package. It furthermore strips it's predecessor's active flare system, instead integrating a microburn injector in order to facilitate use as an exceptionally aggressive light skirmisher craft. Viciously effective against other small craft, though grossly prone to over-extending itself in large-scale battle scenarios.",,,,
thg_sacrophagus3,SHIP,"The third iteration of the Sarcophagus that was not catalogued until after the first AI war, this terrifyingly effecient, compact phase vessel once again has undergone radical AI modification, miniaturizing it's AI containment core in a manner akin to the Crisis MKII and re-locating it in order to make room for the integration of a highly effecient flux coil, allowing it to delve and loiter in P-space for extended periods of time thanks to it's lack of any bio-organic crew and the effeciency of it's phase system. Though it is forced to do away with it's shield core to account for the increased flux requirements of it's new systems, it now integrates a slow-feed plasma jet injector as opposed to it's predecessors burst microburn system, allowing it overall improved mobility in the brief moments in which it's not in phase to skirt away from enemy fire.",,,,
