id,type,text1,text2,text3,notes
BSC_Brigantine,SHIP,"An extremely well put together Light Cruiser by pirate standards. Unlike most pirate craft this appears to be an original vessel rather than a modification, implying that some lucky pirate found its blueprint and then put it into production. Despite being as large as a cruiser this ship has specifications more befitting a destroyer, leaving it in an awkward position where its size does not match its capabilities. Despite that, it is still an absolute terror for traders and small patrol ships to face.",,,
BSC_Buffalo_Mk3,SHIP,"A light carrier designed by desperate Independent traders in order to have some form of fighter escort for their convoys. While not exactly militarised or armed or even armoured, their ease of conversion has resulted in these carriers being used by most factions across the sector.",,,
BSC_Brave,SHIP,"Designed as an economical all-rounder frigate for use by Domain fleets and patrols, the Brave is a dependable if unremarkable ship with decent firepower and maneuverability but most importantly a cheap price and operating cost. Favoured by the Persean League and occasionally used by the Hegemony, both of whom use it as a cheap escort for their more important ships.",,,
BSC_Aghast,SHIP,"This slim light cruiser is a dedicated interdictor vessel equipped with a phase ship interdiction array mounted in a generator on its left side. The array completely overloads phase ships for a few seconds, allowing the cruiser or its allies to deal with the threat. The array can only target phase ships however and against regular vessels the Aghast is very much lacking in firepower for its size and cost.",,,
BSC_Tramp,SHIP,"Little more than a cargo container with an engine and bridge, the Tramp is the premium freighter for the destitute and extremely frugal. While it has some armament, the Tramp is best served burning away from a fight, not towards one.",,,
BSC_Marauder,SHIP,"A light destroyer whos professional construction implies that another new blueprint has fallen into Pirate hands. Fast and suprisingly well armed, this ship will struggle against larger destroyers but is perfect for raiding trade ships.",,,
BSC_Mudskipper_MK3,SHIP,"Fanatics of the Luddic Path have copied Pirate modifications to the Mudskipper and have made further alterations to make it their own, adding built in Safety Overrides and a Hammer Barrage to cleanse non-believers.",,,
BSC_Adventurer,SHIP,"A capital grade exploration cruiser designed for extended operation far from civilisation either alone or as part of a civilian fleet. Very few were built before the collapse due to lack of demand but now that the sector is a far less hospitable place the Adventurer has seen a resurgence in use amongst Independent Explorers and Scavengers. Despite being outmatched by military grade Capital ships, the Adventurer is still more than capable of defending itself and allies and can easily take on the Junkers, converted freighters and degraded warships prevalent amongst the Sectors more unsavory groups.",,,
BSC_Nebula_MK2,SHIP,"Another conversion by the sectors destitute undesirables and desperately poor, the Nebula MK.II changes the common liner into a light destroyer. Extra armour and weaponry has been bolted on or built into the hull. Despite this, the ships ability to take on any sort of actual military craft is nearly non-existant.",,,
BSC_Starliner_MK2,SHIP,"The Starliner MK.II is a conversion of the common passenger ship into a makeshift cruiser for use by pirate raiders and occasionally independent units. Extra armour and weaponry has been bolted onto or installed into the hull and the ships shuttle bay has been jury rigged into a fighter hangar. Despite these ""improvements"" the ship will still struggle to face off against actual military grade cruisers and even some destroyers.",,,
BSC_anti_phase,SHIP_SYSTEM,A dedicated phaseship interdiction system designed to completely overload enemy phaseships and pull them back into normal space. Generates flux on use.,,,
BSC_Maraka,SHIP,"Taking a different approach compared to other large Domain warships of the time, the Maraka is a cruiser focused more on speed and pursuit compared with the more common Dominator. Despite this the ship still maintains the trademark armour and heavy ballistic firepower of earlier Domain doctrine and is more than capable of standing up to all but the largest of enemy cruisers.",,,
BSC_Tramp_MK2,SHIP,"A desperate and cheap conversion of an already desperate and cheap freighter, the MK2 version of the Tramp is inspired by similiar conversions done to the Mudskipper. Sacrificing any logistical capability for an array of wielded on gun mounts, the Tramp MK2 can project the appearance of superior firepower though it lacks the flux and defensive capabilites to back it up usually.",,,
BSC_Kingpin,SHIP,"A late Domain design for a destroyer similiar in role to the Enforcer but incorporating many of the improvements in ship design from shortly before the collapse, the Kingpin is a bulky but surprisingly nimble destroyer with a heavy energy focused armament and a good missile compliment. Mostly used by Tri-Tachyon Security Forces post collapse, who employ it in a similiar role to the older Enforcer class.",,,
BSC_Killskipper,SHIP,"Where as the Mudskipper MK2 is typically regarded as joke amongst the captains of the sector, the Killskipper is quite the opposite. Whether it was drugs or madness that drove Pirate ""engineers"" to cobble together this design, the result is an unsafe but effective amalgamation of decent to high end parts slammed together on a Mudskipper hull. The crafts systems are extremely strained and haphazard so combat failures and flameouts are a common occurance but while the ship is working it is a dreadful foe to face.",,,
BSC_Drudge,SHIP,"A bulbous cruiser designed shortly before the collapse, the Drudge aims to field heavy, centralised energy firepower in a well defended and mobile shell. Lacking the pure speed and aggression of the Fury or the overwhelming defensive capabilities of the Aurora, the Drudge instead can focus all of its primary energy weapons on a single target and can also overcharge these weapons for improved firepower.",,,
BSC_Bitzer,SHIP,"The Bitzer is a very lightly armed but fast patrol craft intended for use by customs and police forces and designed by the same design team behind the rugged Hound freighter. It carries enough weaponry to force civilian ships and unarmed smugglers to stop and carries support PD drones for protection. Post collapse the vessel has (unforunately for its crews) been pressed into a more direct combat role, something it struggles with due to its small size and light armament and defensive capabilities. However the vessel is very cheap, abundant and very easy to field.",,,
BSC_Terringzean,SHIP,"The Terringzean is a monstrous line battleship designed to stand in the centre of Domain battlefleets. Larger than an Onslaught but smaller than a true Dreadnought, this ""heavy"" battleship lacks the Onslaughts direct firepower but makes up for it with decidedly more modular ballistic and missile options. Its large thick hull and interlocking armoured belt gives it incredible staying power and while its standard burn and combat speed leaves much to be desired, the ship is equipped with a burn drive system that can quickly allow the vessel to relocate in battle. Fielded mostly by the Hegemony and occasionally by the Luddic Church, this massive vessel is an imposing sight to see in any fleet though it falls a bit short of the size and capability of the Larger Invictus. ",,,
BSC_Baldric,SHIP,"A Cruiser sized freighter utilizing cargo container technology found in the Atlas, the Baldric is a competitor to the Colossus freighter. Sacrificing survivability for speed, the Baldric has a slight chance of escaping ambushes that the slower Colossus would be trapped in.",,,
