id,type,text1,text2,text3,text4,notes
swp_dram_luddic_path,SHIP,"Fanatics of the Luddic Path have made this ship their own, stripping out all unnecessary trimmings and transforming it into a haphazard vehicle of holy war. A significant portion of the fuel capacity is removed in favor of a prominent central turret.

A light tanker with enough fuel capacity to more than double the effective range of a small task force or convoy.",,,,
swp_nebula_luddic_path,SHIP,"Fanatics of the Luddic Path have made this ship their own, stripping out all unnecessary trimmings and transforming it into a haphazard vehicle of holy war. A significant portion of the carrying capacity is removed in favor of a prominent central turret.

The voluminous but ungainly hull of the Huan-Gogel 430 ""Nebula"" does little to enhance the romance of interstellar travel but it does ensure a respectable passenger and cargo capacity for a ship of its class. Indeed, the Nebula has slowly come to dominate mid-tier passenger service since the muted reception of its first line of production.

The Nebula is equipped with a forward-facing shield to enhance the safety of passengers and extend the hull plating's maintenance schedule. And the Sector being what it is, several ballistic turrets and anti-missile all-band flare launchers have been mounted at fortuitous locations to assure paying passengers that their well-being is a top priority of the operator.",,,,
,,,,,,
swp_trebuchet,WEAPON,"A long-range guided missile with an unconventional gamma-pulse warhead. Designed to knock out the target's defenses, including any nearby escort craft. Only available on large mounts due to the Trebuchet's tremendous bulk.

With much of the missile's size taken up by its powerful thruster and deep fuel tank, the Trebuchet LRM is unsuitable for all but the largest housing slot. In many ways, it is an offshoot of the Ion Torpedo, affording similar (if not as dramatic) capability at a much longer range.",,,,
swp_hornet,WEAPON,"A rack of medium-yield evasive missiles. Adept at slipping past low-arc shields and precision point-defense systems.

Hornet MRMs employ a drunken flight path intended to confuse and disrupt point defense systems, making them more viable against ships that aren't overloaded - unlike most other types of guided missile. The Hornet is highly effective against smaller craft but can't easily crack the unsoftened armor of large warships.

In order to conserve fuel, Hornets will not exhibit swarming behavior until they are within the general proximity of the target.",,,,
swp_tornado,WEAPON,"A launching system that fires volleys of medium-yield evasive missiles. Adept at slipping past low-arc shields and precision point-defense systems.

Hornet MRMs employ a drunken flight path intended to confuse and disrupt point defense systems, making them more viable against ships that aren't overloaded - unlike most other types of guided missile. The Hornet is highly effective against smaller craft but can't easily crack the unsoftened armor of large warships.

In order to conserve fuel, Hornets will not exhibit swarming behavior until they are within the general proximity of the target.",,,,
swp_inferno,WEAPON,"Deploys a handful of swarming missiles at an extended range. Designed to overwhelm smaller targets, especially strike craft.

Despite being a somewhat clunky delivery system, the Inferno MIRV is brutally effective anti-small-craft weapon. Fighter jocks throughout the Persean Sector wince at the sight of even a friendly Inferno traveling downrange, knowing for certain that someone is about to die.",,,,
swp_lightninggun,WEAPON,"A long range tactical weapon with subpar damage but incredible accuracy. Particularly adept at disabling unshielded subsystems. Cannot be dodged.

The Electron Discharge Cannon, or the ""Lightning Gun"" as it is more widely known, operates through some now-forgotten abuses of quantum electrodynamics. At lightspeed, it transmits a large burst of electrical energy directly to the target. Behaves similarly to a beam weapon, except that the Lightning Gun generates hard flux upon impact with shields.",,,,
swp_redeemer,WEAPON,"An integrated launcher and assembler for a unique MIRV-style LRM. The main warhead deals torpedo-grade damage, but the chassis also houses a cluster of support missiles designed to soften the target just prior to impact.

An old LRM design, the Redeemer is far too bulky to be practical as a modularized blueprint. As a result, this weapon is presently found only on the Cathedral. According to legend, the Redeemer was responsible for defeating the aggressors of an Old Earth civil war, eons ago.",,,,
swp_reliant,WEAPON,"Fires a stream of high-velocity slugs. Cheap and accurate, but very weak.

The Reliant Heavy Machine Gun is adapted from surface-based repeating cannons. Its name belies its strength; the Reliant is one of the weakest weapons still used in space battles. Mostly used by civilian traders.",,,,
