id,type,text1,text2,text3,text4,notes
,,,,,,
#############################,,,,,,
### Ships,,,,,,
### prv Frigates,,,,,,
#############################,,,,,,
prv_gnista,SHIP,"Built to support larger ships, the Gnista ensures missile superiority through a combination of once-cutting-edge active flares, light point defense, and its own missile armaments. The ship is unlikely to end many fights on its own, however.

An older prv model, the Gnista was built as a competing offering to the Vigilance frigate. Though it was rejected by the Domain navy, the prv still managed to salvage the program by competing on price, successfully selling the ships to a number of smaller polities in need of cheap patrol craft.

Though not the most common ship in the sector, after hundreds of cycles travelling the starlanes on all sides of the law the Gnista is a tried and true ship with its flaws and virtues known to most spacers.",,,,
prv_ljus,SHIP,"A sensor frigate built for long patrols in the far reaches of space. In addition to a state-of-the-art detection suite the Ljus also carries a modest armament.

After numerous convoy losses to unknown parties prv Starworks started development of a picket ship capable of providing early detection and warning against incoming raids. Priorities were excellent sensor strength, high endurance for extended patrols in both regular and hyperspace, and combat damage avoidance in convoy defense. Breadth of armament, tactical speed, and core structural integrity were considered secondary goals at best.

Combat survivability was achieved in two ways, one very simple and one very complicated. First, additional armor plating was applied to the hull (but not, some will note, the sensor arrays). For its thin frame and small size the Ljus is surprisingly well armored. Second, a deal was struck with the Tri-Tachyon Corporation for them to develop a delta-tier AI system that allows the Ljus to reconfigure its deep space sensor array to instead increase combat targeting range. This ”Lykta” system allows the Ljus to support fellow ships from outside the range of most threatening strike weapons found in the sector.

The advanced sensor array has proven to be very susceptible to battle damage, leading to a generous amount of (D)-grade hulls being available for purchase across the sector.",,,,
prv_flamma,SHIP,"A patrol frigate that revels in being the biggest ship in the smallest engagements, the Flamma is a natural companion to the Ljus frigate on local patrols. Offering energy or missile firepower and a potent gravitic shield the Flamma outmuscles the typical frigate while still being fast enough to outpace destroyers and larger ships. That's the ideal, anyway. Proponents call it a pocket destroyer, while detractors dismiss it as a ”fat, lazy cow”. 

While generally unassuming, the Flamma is quietly regarded as the second pillar of the prv, being the first mass-line ship with a graviton-manipulation system. As a technological and doctrinal springboard it has led to a silent revolution in the corporation’s direction.

Readily available and generally competent, the Flamma’s quiet work supporting the rest of the fleet often comes out to be the glue that keeps the prv house of cards together.",,,,
prv_gryning,SHIP,"A light and agile frigate equipped with light armaments and a time-warping device that lets it - in effect - speed up the local flow of time by a noticeable percentage and maintain this level for significant periods of time.

Public records about the history of this ship are exceedingly scarce. What little there is suggests that the Temporal Core is reverse-engineered from a Tri-Tachyon ship, and that the prv failed to maintain the same tach-field precision levels as the Scarab, having to settle for a low-potency but longer-lasting generator.

In the prv the Tachyon Workers' Union (motto: ""Live fast, die old"") recently lost a case concerning whether work hours should be counted based on subjective time or standard time - the ""Time and a half"" case, as the public would call it. The final statement of the court concluded that ""[...] even though work can feel like it drags on forever, this does not change the fact that we have materially objective and reliable timekeeping devices which are more than sufficient at giving us a common frame of reference for the passage of time. Furthermore, this court obeys the laws of causality in accordance with Domain statutes.""

Many temporal academics have objected to the ruling, but arguments about why it would be mistaken tend to get bogged down in solipsism or outright rejection of the possibility of shared frames of reference.",,,,
prv_sinne,SHIP,"A fast attack frigate equipped with advanced Domain-era technologies, the Sinne’s powerful flux lines enable it to stand up to even light cruisers in direct combat. A deadly ship by any measure.

The Sinne was undergoing final trials at the time of the gate system collapse, representing some of the finest work the prv had ever done. This rude interruption of all known society caused some delays in the development of the ship. Now rescued from the deep archives of Kratul Heavy Industries by a dedicated development team, the Sinne is finally ready to make its mark on the sector; an impertinent youth from a lost era.

prv leadership were somewhat concerned when they found out that their TriPads had contained a largely accurate technical readout since long before they were even aware that the project’s data archives had survived into the post-collapse.",,,,
