id,type,frame,magnitude,map,path
swp_nightwalker,ship,,,material,graphics/swp/material/ships/nightwalker/swp_nightwalker_material.png
swp_arachne,ship,,,material,graphics/swp/material/ships/swp_arachne_material.png
swp_archer,ship,,,material,graphics/swp/material/ships/swp_archer_dd_material.png
swp_archon,ship,,,material,graphics/swp/material/ships/swp_archon_material.png
swp_cathedral,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_core_material.png
swp_cathedral_base,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_base_material.png
swp_cathedral_rear,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_rear_material.png
swp_cathedral_gun_left,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_gun_left_material.png
swp_cathedral_gun_right,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_gun_right_material.png
swp_cathedral_fighter_left,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_fighter_left_material.png
swp_cathedral_fighter_right,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_fighter_right_material.png
swp_cathedral_front,ship,,,material,graphics/swp/material/ships/cathedral/swp_cathedral_front_material.png
swp_caliber,ship,,,material,graphics/swp/material/ships/caliber/swp_caliber_material.png
swp_vulture,ship,,,material,graphics/swp/material/ships/vulture/swp_vulture_material.png
swp_vulture_p,ship,,,material,graphics/swp/material/ships/vulture/swp_vulture_p_material.png
swp_zenith,ship,,,material,graphics/swp/material/ships/zenith/swp_zenith_material.png
swp_drone_assault,ship,,,material,graphics/swp/material/ships/drones/drone_strike_material.png
swp_arcade_superhyperion,ship,,,material,graphics/swp/material/ships/super/swp_SuperHyperion_material.png
swp_arcade_oberon,ship,,,material,graphics/swp/material/ships/super/swp_oberon_material.png
swp_arcade_ultron,ship,,,material,graphics/swp/material/ships/super/swp_ultron_material.png
swp_arcade_cristarium,ship,,,material,graphics/swp/material/ships/super/swp_cristarium_material.png
swp_arcade_crystaldrone,ship,,,material,graphics/swp/material/ships/super/swp_cristariumdrone_material.png
swp_arcade_ezekiel,ship,,,material,graphics/swp/material/ships/super/swp_ezekiel_material.png
swp_arcade_zeus,ship,,,material,graphics/swp/material/ships/super/swp_zeus_material.png
swp_arcade_zero,ship,,,material,graphics/swp/material/ships/super/swp_zero_material.png
swp_arcade_superzero,ship,,,material,graphics/swp/material/ships/super/swp_superzero_material.png
swp_arcade_hyperzero,ship,,,material,graphics/swp/material/ships/super/swp_hyperzero_material.png
swp_arcade_archangel,ship,,,material,graphics/swp/material/ships/super/swp_archangel_material.png
swp_excelsior,ship,,,material,graphics/swp/material/ships/phase/swp_excelsior_material.png
swp_alastor,ship,,,material,graphics/swp/material/ships/alastor/swp_alastor_ff_material.png
swp_alastor_xiv,ship,,,material,graphics/swp/material/ships/alastor/swp_alastor_ff_xiv_material.png
swp_buffalo_luddic_path,ship,,,material,graphics/shaders/material/ships/buffalo/buffalo_luddic_path_material.png
swp_brawler_hegemony,ship,,,material,graphics/shaders/material/ships/brawler/brawler_hegemony_material.png
swp_eagle_black,ship,,,material,graphics/shaders/material/ships/eagle/eagle_black_material.png
swp_eagle_white,ship,,,material,graphics/shaders/material/ships/eagle/eagle_white_material.png
swp_dram_luddic_path,ship,,,material,graphics/swp/material/ships/dram/tanker_small_luddic_path_material.png
swp_enforcer_luddic_path,ship,,,material,graphics/swp/material/ships/enforcer/enforcer_luddic_path_material.png
swp_condor_luddic_path,ship,,,material,graphics/swp/material/ships/condor/condor_luddic_path_material.png
swp_nebula_luddic_path,ship,,,material,graphics/swp/material/ships/nebula/nebula_luddic_path_material.png
swp_wolf_luddic_path,ship,,,material,graphics/swp/material/ships/wolf/wolf_luddic_path_material.png
swp_sunder_xiv,ship,,,material,graphics/swp/material/ships/sunder/swp_sunder_xiv_material.png
swp_gryphon_xiv,ship,,,material,graphics/swp/material/ships/midline_cg/midline_cg_xiv_material.png
swp_conquest_xiv,ship,,,material,graphics/swp/material/ships/conquest/conquest_xiv_material.png
swp_hammerhead_xiv,ship,,,material,graphics/swp/material/ships/hammerhead/hammerhead_xiv_material.png
swp_lasher_xiv,ship,,,material,graphics/swp/material/ships/lasher/swp_lasher_xiv_material.png
swp_buffalo_diktat,ship,,,material,graphics/swp/material/ships/buffalo/buffalo_diktat_material.png
swp_alastor_lions_guard,ship,,,material,graphics/swp/material/ships/alastor/swp_alastor_ff_lg_material.png
swp_champion_lions_guard,ship,,,material,graphics/swp/material/ships/champion/champion_lions_guard_material.png
swp_conquest_lions_guard,ship,,,material,graphics/swp/material/ships/conquest/conquest_lions_guard_material.png
swp_vigilance_lions_guard,ship,,,material,graphics/swp/material/ships/vigilance/vigilance_lions_guard_material.png
swp_vulture_lions_guard,ship,,,material,graphics/swp/material/ships/vulture/swp_vulture_lg_material.png
swp_circe,ship,,,material,graphics/swp/material/ships/circe/swp_circe_material.png
swp_sunder_u,ship,,,material,graphics/swp/material/ships/sunder/swp_sunder_u_material.png
swp_albatross,ship,,,material,graphics/swp/material/ships/albatross/swp_albatross_material.png
swp_flakdrone,ship,,,material,graphics/swp/material/ships/drones/swp_flakdrone_material.png
swp_vindicator,ship,,,material,graphics/swp/material/ships/vindicator/swp_vindicator_material.png
swp_vindicator_o,ship,,,material,graphics/swp/material/ships/vindicator/swp_vindicator_material.png
swp_punisher,ship,,,material,graphics/swp/material/ships/punisher/swp_punisher_material.png
swp_ray_drone,ship,,,material,graphics/swp/material/ships/drones/drone_terminator_material.png
swp_nautilus,ship,,,material,graphics/swp/material/ships/swp_nautilus_ff_material.png
swp_hecate,ship,,,material,graphics/swp/material/ships/swp_hecate_ff_material.png
swp_beholder,ship,,,material,graphics/swp/material/ships/beholder/swp_beholder_material.png
swp_victory,ship,,,material,graphics/swp/material/ships/swp_victory_bb_material.png
swp_chronos,ship,,,material,graphics/swp/material/ships/chronos/swp_chronos_material.png
swp_vortex,ship,,,material,graphics/swp/material/ships/swp_vortex_material.png
swp_shimmer,ship,,,material,graphics/swp/material/ships/remnant/swp_shimmer_material.png
swp_wall,ship,,,material,graphics/swp/material/ships/derelict/swp_wall_material.png
swp_wall_left,ship,,,material,graphics/swp/material/ships/derelict/swp_wall_left_material.png
swp_wall_right,ship,,,material,graphics/swp/material/ships/derelict/swp_wall_right_material.png
swp_hexblade,ship,,,material,graphics/swp/material/ships/hexblade/swp_hexblade_material.png
swp_striker,ship,,,material,graphics/swp/material/ships/striker/swp_striker_material.png
swp_striker_luddic_church,ship,,,material,graphics/swp/material/ships/striker/swp_striker_luddic_church_material.png
swp_liberator,ship,,,material,graphics/swp/material/ships/liberator/swp_liberator_material.png
swp_liberator_luddic_church,ship,,,material,graphics/swp/material/ships/liberator/swp_liberator_luddic_church_material.png
swp_solar,ship,,,material,graphics/swp/material/ships/remnant/swp_solar_material.png
swp_eos,ship,,,material,graphics/swp/material/ships/eos/swp_eos_material.png
swp_partisan,ship,,,material,graphics/swp/material/ships/partisan/swp_partisan_material.png
swp_drake,ship,,,material,graphics/swp/material/ships/drake/swp_drake_material.png
swp_falx,ship,,,material,graphics/swp/material/ships/falx/swp_falx_material.png
swp_boss_afflictor,ship,,,material,graphics/swp/material/ships/boss/swp_boss_afflictor_material.png
swp_boss_atlas,ship,,,material,graphics/swp/material/ships/boss/swp_boss_atlas_material.png
swp_boss_aurora,ship,,,material,graphics/swp/material/ships/boss/swp_boss_aurora_material.png
swp_boss_brawler,ship,,,material,graphics/swp/material/ships/boss/swp_boss_brawler_material.png
swp_boss_cerberus,ship,,,material,graphics/swp/material/ships/boss/swp_boss_cerberus_material.png
swp_boss_dominator,ship,,,material,graphics/swp/material/ships/boss/swp_boss_dominator_material.png
swp_boss_doom,ship,,,material,graphics/swp/material/ships/boss/swp_boss_doom_material.png
swp_boss_euryale,ship,,,material,graphics/swp/material/ships/boss/swp_boss_euryale_material.png
swp_boss_falcon,ship,,,material,graphics/swp/material/ships/boss/swp_boss_falcon_material.png
swp_boss_hammerhead,ship,,,material,graphics/swp/material/ships/boss/swp_boss_hammerhead_material.png
swp_boss_lasher_b,ship,,,material,graphics/swp/material/ships/boss/swp_boss_lasher_b_material.png
swp_boss_lasher_r,ship,,,material,graphics/swp/material/ships/boss/swp_boss_lasher_r_material.png
swp_boss_medusa,ship,,,material,graphics/swp/material/ships/boss/swp_boss_medusa_material.png
swp_boss_mule,ship,,,material,graphics/swp/material/ships/boss/swp_boss_mule_material.png
swp_boss_odyssey,ship,,,material,graphics/swp/material/ships/boss/swp_boss_odyssey_material.png
swp_boss_onslaught,ship,,,material,graphics/swp/material/ships/boss/swp_boss_onslaught_material.png
swp_boss_paragon,ship,,,material,graphics/swp/material/ships/boss/swp_boss_paragon_material.png
swp_boss_phaeton,ship,,,material,graphics/swp/material/ships/boss/swp_boss_phaeton_material.png
swp_boss_shade,ship,,,material,graphics/swp/material/ships/boss/swp_boss_shade_material.png
swp_boss_sunder,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sunder_material.png
swp_boss_tarsus,ship,,,material,graphics/swp/material/ships/boss/swp_boss_tarsus_material.png
swp_boss_eagle,ship,,,material,graphics/swp/material/ships/boss/swp_boss_eagle_material.png
swp_boss_beholder,ship,,,material,graphics/swp/material/ships/boss/swp_boss_beholder_material.png
swp_boss_ray_drone,ship,,,material,graphics/swp/material/ships/boss/swp_boss_ray_drone_material.png
swp_boss_dominator_luddic_path,ship,,,material,graphics/swp/material/ships/boss/swp_boss_dominator_luddic_path_material.png
swp_boss_onslaught_luddic_path,ship,,,material,graphics/swp/material/ships/boss/swp_boss_onslaught_luddic_path_material.png
swp_boss_conquest,ship,,,material,graphics/swp/material/ships/boss/swp_boss_conquest_material.png
swp_boss_frankenstein,ship,,,material,graphics/swp/material/ships/boss/swp_boss_frankenstein_material.png
swp_boss_sporeship,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_material.png
swp_boss_sporeship_bl,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_bl_material.png
swp_boss_sporeship_br,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_br_material.png
swp_boss_sporeship_ll,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_ll_material.png
swp_boss_sporeship_lr,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_lr_material.png
swp_boss_sporeship_ml,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_ml_material.png
swp_boss_sporeship_mr,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_mr_material.png
swp_boss_sporeship_ul,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_ul_material.png
swp_boss_sporeship_ur,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_ur_material.png
swp_boss_sporeship_top,ship,,,material,graphics/swp/material/ships/boss/swp_boss_sporeship_top_material.png
swp_boss_excelsior,ship,,,material,graphics/swp/material/ships/boss/swp_boss_excelsior_material.png
swp_nightwalker,ship,,1,normal,graphics/swp/normal/ships/nightwalker/swp_nightwalker_normal.png
swp_arachne,ship,,1,normal,graphics/swp/normal/ships/swp_arachne_normal.png
swp_archer,ship,,1,normal,graphics/swp/normal/ships/swp_archer_dd_normal.png
swp_archon,ship,,1,normal,graphics/swp/normal/ships/swp_archon_normal.png
swp_cathedral,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_core_normal.png
swp_cathedral_base,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_base_normal.png
swp_cathedral_rear,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_rear_normal.png
swp_cathedral_gun_left,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_gun_left_normal.png
swp_cathedral_gun_right,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_gun_right_normal.png
swp_cathedral_fighter_left,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_fighter_left_normal.png
swp_cathedral_fighter_right,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_fighter_right_normal.png
swp_cathedral_front,ship,,1,normal,graphics/swp/normal/ships/cathedral/swp_cathedral_front_normal.png
swp_caliber,ship,,1,normal,graphics/swp/normal/ships/caliber/swp_caliber_normal.png
swp_vulture,ship,,1,normal,graphics/swp/normal/ships/vulture/swp_vulture_normal.png
swp_vulture_p,ship,,1,normal,graphics/swp/normal/ships/vulture/swp_vulture_p_normal.png
swp_zenith,ship,,1,normal,graphics/swp/normal/ships/zenith/swp_zenith_normal.png
swp_drone_assault,ship,,1,normal,graphics/swp/normal/ships/drones/drone_strike_normal.png
swp_arcade_superhyperion,ship,,1,normal,graphics/swp/normal/ships/super/swp_SuperHyperion_normal.png
swp_arcade_oberon,ship,,1,normal,graphics/swp/normal/ships/super/swp_oberon_normal.png
swp_arcade_ultron,ship,,1,normal,graphics/swp/normal/ships/super/swp_ultron_normal.png
swp_arcade_cristarium,ship,,1,normal,graphics/swp/normal/ships/super/swp_cristarium_normal.png
swp_arcade_crystaldrone,ship,,1,normal,graphics/swp/normal/ships/super/swp_cristariumdrone_normal.png
