id,type,text1,text2,text3,notes
# Fighters and Ships,,,,,
pulse_drone,SHIP,"An attempt to emulate the dreaded Terminator drone using off-the-shelf components. The pulse drone lacks a PD Laser but upgrades the pulse laser for one with extended range, an integrated PD AI functions as a crude substitute for the Terminators enhanced systems. Physical performance is otherwise on par.",,,
pulse_drone_civ,SHIP,"Civilian grade pulse drones intended for export by the Ko Combine. The use of low grade military equipment has resulted in less armour protection and necessitated downgrading the pulse laser, fortunately, the the PD AI survived the conversion intact and the drone functions adequately in its role as a protector from rogue asteroids and pirate palaver.",,,
google_ward,SHIP,A support fighter designed to bolster the damage of the escorted vessel by disrupting the enemies shields and increasing the damage taken.,,,
,,,,,
# KoC MILITARY SHIPS,,,,,
muninn,SHIP,"A multirole frigate produced by the Ko Combine using components of scrapped Valkyrie Hulls after the K38-A8 foamed composite hull proved surprisingly workable. Equipped with a wide traverse turret in order to switch targets rapidly, it has gained success as a skirmisher and gunboat.

Come in two variants. The Muninn is configured for more aggressive behaviour and features a composite turret whereas the Huginn is configured for defence purposes and features an Energy turret.",,,
bodkin_esc,SHIP,"Carrier capable destroyer, produced by the Ko Combine using components of scrapped Valkyrie Hulls after the K38-A8 foamed composite hull proved surprisingly workable. Capable of direct engagement and providing fighter support. Often seen as the backbone of the Ko Combines military.

Come in two variants. The Geri is configured for more aggressive behaviour and features a large ballistic hardpoint, the Freki is configured for defensive purposes and features a large missile hardpoint.",,,
,,,,,
valkyrie_ass,SHIP,"As part of a Hegemony sponsored buy-back program the Ko Combine acquired a significant amount of Valkyrie hulls. Rather than decommissioning them entirely as intended the Ko Combine set about refurbishing them for re-sale. First order of business was removing the infantry bays and ground support equipment that was responsible for their sales restrictions. 

Originally intended for cargo duties an engineer spotted that the specifications of the internal cavity were surprising close to those necessary for a Thermal Pulse Canon, and after convincing his superiors, a number of concept units were built as showcase and technology demonstrators with the main cannon running almost two thirds the length of the ship.
",,,
,,,,,
# KoC LOGISTIC SHIPS,,,,,
valkyrie_sup,SHIP,As part of a Hegemony sponsored buy-back program the Ko Combine acquired a significant amount of Valkyrie hulls. Rather than decommissioning them entirely as intended the Ko Combine set about refurbishing them for re-sale. First order of business was removing the infantry bays and ground support equipment that was responsible for their sales restrictions. Numerous upgrades increase the defensive value of the Ko Combines variant and it is better suited for punching through enemy lines and evading pursuit.,,,
valhalla,SHIP,"Based upon the Valkyrie, the Valhalla transport is an all in one solution for the logistical needs of military convoys. Tactically it is weak for its size, only able to defend itself at short ranges from missiles and fighters.

Capable of carrying both supplies and fuel in quantity the Valhalla transport fills a niche in supply chains. Detractors often cite the lack of capacity relative to dedicated transports but the shielded holds make them a must buy for those looking to transport goods under the radar.",,,
,,,,,
# KoC EXPORT SHIPS,,,,,
strix,SHIP,"Utilising 80% of its components from the Monitor, the Strix was pitched as a 'service upgrade' in order to circumvent trade restrictions placed upon the Ko Combine by the Hegemony. While bureaucrats continue to debate the Strixs classification the Ko Combine continues to export them to markets amongst the independents and Persean League.",,,
prospector,SHIP,The Ko Combine r580 Prospector is the latest in the Combines lines of civilian drone tenders. Making use of a quartet of civilian grade pulse drones the Prospector offers top of the range point defence while exploring the hostile fringes of the sector.,,,
buffalo_c,SHIP,"In a trade convoy the Buffalo is a vulnerability. Reconfiguring the cargo bays to house a swarm of point defense drones, which have been modified for more aggressive behaviour, allows the buffalo to provide fire support. Should an enemy successfully punch through the swarm, the Buffalo itself itself is capable of fending offer light harassers. 

As a civilian grade hull it does not fall foul of the trade restrictions placed upon the Ko Combine by the Hegemony and can be exported to independent markets. What the 'C' designation for is anybodies guess; Carrier, Combine, Conversion?",,,
atlas_c,SHIP,"Stripping out the cargo holds and installing two massive hanger bays, the Atlas C is capable of fielding a dizzying number of fighters and bombers. It should be noted that the improved defences are at best negligible and it is sound advice for the Captain to ensure a screen of interceptors are always operating between it and the enemy.

As a civilian grade hull it does not fall foul of the trade restrictions placed upon the Ko Combine by the Hegemony and can be exported to independent markets. What the 'C' designation for is anybodies guess; Carrier, Combine, Conversion?",,,
,,,,,
# Mbaye Gogle SHIPS,,,,,
google_gremlin,SHIP,"The original Gremlin was designed as a test bed for phase coils. Designed to be capable of fitting coils in various configurations the Mk.II features experimental coils of a much more modern design. The external panelling, while functionally identical has been refreshed both as a marketing tool and to help belie the fragile nature it shares with the original gremlin.  ",,,
google_shade,SHIP,"The modified ships of Mbaye-Gogle often come as a surprise to would-be pirates and privateers who expect a conventional fight.

The smallest phase ship operated in the Sector, the Shade-class is often used as a scout for larger fleets. In battle, it is valued by fleet admirals for its ability to disable enemy ships with its EMP emitter.",,,
google_afflictor,SHIP,"The modified ships of Mbaye-Gogle often come as a surprise to would-be pirates and privateers who expect a conventional fight.

A dangerous and swift phase frigate with a weapons loadout that is powerful enough to bring down much heavier ships. The Afflictor possesses a device which exploits a unique modification of its integrated phase coil array to project a field of anomalously amplified entropy. This effects a devastating increase in destructive instability in delicate or finely tuned systems when the targeted vessel experiences chaotic high-energy events ie. combat damage. Everything that can possibly go wrong does.",,,
google_phantom,SHIP,"The modified ships of Mbaye-Gogle often come as a surprise to would-be pirates and privateers who expect a conventional fight.

""The system patrols should have seen the Tachies coming, but didn't. ADA was tracking the bogey right up until it disappeared off the scope, leaving the ground guns spinning in circles trying to reacquire a target. We saw a shadow in the air, like dark wings falling on the compound. Don't remember much else. Suit rec says incoming fire already took the rest of the squad.""
- The Fall of Bunker 58",,,
geist,SHIP,"Designed at Mbaye-Gogol’s Shadow-Mallard production facility, the Geist is a fearsome phase cruiser intend for hit and fade tactics on priority targets. It has garnered a reputation as an assassination cruiser and, although officially denied, can often be found deployed in such a role.

Numerous issues were identified during the design process of the Geist, in part due to the size of the phase coils necessary to cloak a cruiser sized vessel. Phase field intensity increases in close proximity to the coils and in order to avoid phycological upheaval Mbaye-Gogol forced crew candidates to go through multiple consecutive and prolonged phases shifts as a test of “mental fortitude” before being assigned to such a vessel. Although the practice has since been condemned as barbaric, in part due to the amount of candidates suffering psychological breaks, it became common practice as the benefits of breaking a crew member before assignment far outweigh those of one who breaks during a combat situation. ",,,
,,,,,
#Eridani SHIPS,,,,,
eridani_cerberus,SHIP,"The Cerberus is prized for providing a cost-effective balance between cargo capacity and enough combat power for its size to discourage casual piracy with the happy result of lowered insurance rates compared to standard Domain-era civilian grade freighters. The Cerberus is now widely considered to be a wise choice for independent traders in the Sector. 

In times past, before the fall of the gate system when Domain authority reigned, combat-enabled freighters like the Cerberus found only niche use on the edges of the rare warzone or in especially uncivilized hinterlands of the galaxy where Domain Armada patrols were stretched thinly. The crew combat training, weapon maintenance, and mass/thrust ratio loss caused by heavier armour were viewed as causing unnecessary cost overhead. But this is a new age filled with both danger and profitable opportunities; the abilities of the Cerberus have given the hull a new life in the trade lanes.",,,
eridani_vanguard,SHIP,"An ancient and tough heavy frigate, brought up to modern standards using salvaged components. The new shields and systems suffer from degraded performance common to any equipment reclaimed from a destroyed vessel but suffice for their intended purpose.

This design is old enough to be contemporary with early models of the Onslaught battleship, though unlike that illustrious pillar of the Domain Navy the Vanguard was retired from service long before the collapse of the Gate network. In the post-Collapse chaos it was a chance discovery by an enterprising arms dealer that saw relatively complete schematics of the Vanguard-class heavy frigate lifted from an overlooked museum exhibit. The atavistic and aggressive design opens an unexpected niche for the Vanguard in modern fleets - with the added advantage that all essential components have been declassified for ages, and are of simple make; even repair of catastrophic damage is relatively straightforward.",,,
manta,SHIP,Reconnaissance vessel for deep space exploration. Intended to scout a head and broadcast navigation co-ordinates the Manta has advanced shields to endure unforeseen stellar conditions,,,
requiem,SHIP,"The Requiem has had a long service life, arguably the longest of any vessel in the Domains armada, and that was before they attempted to decommission it. Even while critics cite a lack of modern technologies the base chassis endures.",,,
truncheon,SHIP,"Designed under the umbrella of Project Bulldog, a systems defence program spearheaded by Eridani Utopia. Slow but deadly when properly positioned and a tactical vulnerability anywhere outside of a firing line.",,,
haymaker,SHIP,Throwing a haymaker in to battle is either a sign of desperation or total commitment. Hitting full force and taking out the opposition before it can be overwhelmed.,,,
