name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion Burst Laser,prv_fusion_burster,1,0.5,450,500,530,,,0,7,6,,,,HIGH_EXPLOSIVE,,500,0.7,0.7,0.1,2.5,,,,,2000,,,,,,,USE_LESS_VS_SHIELDS,"prv_rb_bp, strike0, he7, merc, SR",,Rust Belt,,Anti Armor,,,,,,,,,,8701
Heavy Illuminator,prv_heavyilluminator,2,,1700,800,200,,,0,21,10,,,,ENERGY,,160,0.1,0.1,,,,,,,2400,,,,,,,"FIRE_WHEN_INEFFICIENT, STRIKE, USE_VS_FRIGATES,  NO_TURN_RATE_BOOST_WHEN_IDLE","prv_rb_bp, utility12, energy9, beam10, LR, merc",,Rust Belt,,Utility,,,Very Slow,Wandering,"Increases the range of all ballistic and energy weapons on the ship by %s for the first Illuminator hitting an enemy ship, %s for two Illuminators, and %s for three or more.",20% | 30% | 40%,,,,8702
Belt Blaster,prv_belt_blaster,0,,2100,1000,,600,,0,6,26,,,,ENERGY,750,,0.3,6.3,4,0.3,0,0,0,0,,1000,,,,,,,"prv_rb_bp, energy15",,Rust Belt,,General,,,,,Fires a volley of up to %s shots.,4,,,,8722125
Ljungeld (Damaged),prv_ljungeld_damaged,1,,0,900,869.38,,,0,18,,2,,,HIGH_EXPLOSIVE,,535,0.1,0.1,3.8,23,0,0,0,0,2000,,,,,,,"SYSTEM, USE_LESS_VS_SHIELDS, USE_VS_FRIGATES, STRIKE","strike17, energy14",,Rust Belt,,Strike,,,,,"Hits on shields cause the beam to fracture, giving it a chance based on the target's hard flux level to pierce the shield with high explosive arcs of energy.",,,,,8786s
HFL Array,prv_hfl_array,0,,1800,600,,50,,0,21,16,,,,ENERGY,30,,0.3,0.3,14,0.05,0,14,0.5,8,,1000,,,,,,,"prv_rb_bp, energy16, SR",,Rust Belt,,General,,,,,,,,,,8787
HFL,prv_hfl_array_single,1,,900,600,,50,,0,14,,,,,ENERGY,30,,0.3,0.35,7,0.10,0,14,0.25,4,,1000,,,,,,SYSTEM,"energy10, SR",,Rust Belt,,General,,,,,,,,,,8787
Spatterflamer,prv_spatterflamer,2,,2500,600,,50,,25,27,24,120,8,60,ENERGY,50,,,0.05,5,0.05,1,1,0,0,,600,,,,,,"DO_NOT_CONSERVE, NO_TURN_RATE_BOOST_WHEN_IDLE","prv_rb_bp, energy18, he17, beam12, SR, prv_spatterfire",,Rust Belt,,Anti Hull,,,,Poor,"%s clings to the target on hull hits, dealing an additional %s energy damage over time. 

Shield hits spread additional plasma particles which will hit any other target for %s to %s energy damage.",Spatterfire | 50 | 75 | 125,,,,8786.90
Spatterflamer Goop,prv_spatterflamer_1,0,,0,75,,125,,5,10,,,,,ENERGY,0,,,2,,,0,10,1,2,,200,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,8786.91
Spatterflamer Goop,prv_spatterflamer_2,0,,0,50,,75,,3,10,,,,,ENERGY,0,,,2,,,0,10,1,2,,100,,,,,,SYSTEM,,,,,Byproduct,,,,,,,,,,8786.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Thumper,prv_lightthumper,2,,250,700,,100,,1,35,3,,,,FRAGMENTATION,25,,0,3.1,10,0.10,0,9,2,10,,800,,,30,,,,"kinetic7, energy7, prv_rb_bp",,Rust Belt,,General,,,,,,,,,,873.8
Overdriven Thumper,prv_lightthumper_oc,3,,700,700,,100,,1,25,7,,,,FRAGMENTATION,25,,0,1.55,10,0.05,0,7,1.5,20,,800,,,30,,,,"kinetic9, energy9, rare_bp, merc",,Rust Belt,,General,,,,,,,,,,873.87
Light Triple Autocannon,prv_lighttripleac,2,,450,500,,50,,3,20,6,,,,KINETIC,40,,0,0.3,3,0.3,0,20,3,9,,800,,,20,,,,"kinetic8, prv_rb_bp, SR",,Rust Belt,,Anti Shield,,,,,,,,,,8703
Remission EMP Mortar,prv_remission,3,,1900,800,,150,,8,10,11,,,,HIGH_EXPLOSIVE,180,,,2.4,3,0.3,0,18,2,6,,450,,,30,,,,"prv_lp_bp, he12, utility14",,Luddic Church,,Suppression,,,,,"Causes up to %s energy weapons near the impact location to discharge. The discharges deal up to %s EMP damage, based on the size of the discharging weapon.",4 | 150,,,,8715.5
Remission Bounce,prv_remission_1,0,,0,30,,150,,8,10,,,,,HIGH_EXPLOSIVE,180,,,2.4,3,0.3,0,18,2,6,,30,,,30,,,SYSTEM,,,Luddic Church,,Suppression,,,,,"Causes up to %s energy weapons near the impact location to discharge. The discharges deal up to %s EMP damage, based on the size of the discharging weapon.",4 | 150,,,,8715.51
Syndicate Autogun,prv_synac,2,,2500,1000,,80,,10,5,12,,,,KINETIC,80,,,3.8,3,0.1,0,8,0.5,12,,800,,,25,,,,"prv_rb_bp, merc, kinetic14, LR",,Rust Belt,,Anti Shield,,,,,,,,,,8777
Kartesch,prv_kartesch,2,,1100,1000,,300,,50,8,14,,,,HIGH_EXPLOSIVE,540,,,3.2,,,0,10,5,2,,500,500,0.5,350,,,,"prv_rb_bp, he14, LR",,Rust Belt,,Anti Armor (Area),,None,Slow,Poor,,,,,,8778
Kartesch,prv_kartesch_1,1,,0,1000,,540,,50,12,,,,,HIGH_EXPLOSIVE,540,,,3.2,,,0,10,5,2,,500,500,0.5,200,,,SYSTEM,,,Rust Belt,,Anti Armor (Area),,,,,,,,,,8778.1
Bomblet,prv_kartesch_2,1,,0,450,,60,,2,12,,,,,HIGH_EXPLOSIVE,45,,,3.2,,,0,10,5,2,,500,500,0.5,20,,,SYSTEM,,,Rust Belt,,Anti Armor (Area),,,,,,,,,,8778.2
Punktskydd Cluster,prv_pskd_cluster,0,0.5,1800,700,,150,,2,30,16,,,,FRAGMENTATION,15,,,0.05,,,10,21,2,10,,800,,,10,,,"PD, PD_ALSO, NO_TURN_RATE_BOOST_WHEN_IDLE","prv_pirate_bp, pd16",,Pirate,,Point Defense (Area),,,Very Slow,Abysmal,"Shells have unreliable fuzes and are likely to explode at a random distance, resulting in a barrage that's increasingly more deadly at closer ranges.

Will target missiles if no other targets are in range.",,,,,8715
Shard Driver,prv_massdriver,3,0.65,5000,800,,600,,300,12,24,,,,KINETIC,500,,,1.5,,,2,14,3.5,7,,500,,,400,,,,"kinetic19, prv_rb_bp, merc, SR",,Rust Belt,,Anti Shield,Slows Down,,,,"Projectile gradually breaks up and slows down, losing up to %s of its potential damage and leaving a trail of debris, each dealing %s fragmentation damage.",75% | 100,,,,8716.85
Shard,prv_massdriver_1,0,,0,700,,100,,30,12,,,,,FRAGMENTATION,30,,,1,,,2,14,3.5,7,,500,,,80,,,SYSTEM,,,Rust Belt,,Byproduct,,,,,,,,,,8716.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
