name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
# Small Arms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-PD Refusing Pulser,AL_refusingpulse,1,,600,500,375,,,0,40,7,4,0.333,,ENERGY,,315,0.1,0.3,0.6,1,,,,,10000,,,,,,,"PD,ANTI_FTR","pd6,SR,prime_flame_bp",,Prime Flame Clan,,Point Defense,,,,,,,,,,108985
Defender PD,AL_defenderpd,1,,500,450,60,,,0,75,3,,,,ENERGY,,20,0,0.25,,,,,,,2400,,,,,,,PD,"pd7, beam7, SR,  alpj_ether_bp",,Appro-Light - Ether,,Point Defense,,,,,,,,,,108991
Light Moonfire,AL_moonfire_small,1,,500,350,,40,,3,50,3,,,,FRAGMENTATION,4,,0,0.1666,,,0,8,0.5,8,,800,,,20,,,"PD,ANTI_FTR","pd3,SR,hist1t,prime_flame_bp",,Prime Flame Clan,,Point Defense,,,,,,,,,,108971
Spider Cannon,AL_spiderpalp,0,,600,450,,60,0,0,25,6,10,2,10,ENERGY,60,,0,0.2,,,1,15,1,5,,1000,,,100,,,,"energy4,alpj_ether_bp",,Appro-Light - Ether,,Pressure,,,,,,,,,,108994
Igniter Torpedo (Single),AL_lighter_single,1,,700,1200,,2000,,75,10,1,1,,,HIGH_EXPLOSIVE,0,,0,10,,,0,0,0,0,,575,150,3,400,,,"STRIKE,USE_VS_FRIGATES","strike8, rocket3, alpj_spirit_bp",,Appro-Light - Spirit,,Torpedo,Very Fast,None,,,,,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / chance %s ],1000 | 4 | 80 | 100%,TRUE,108997
# Fighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nihility Rocket,AL_nihilitymissile,,,,1200,,500,,50,30,1,1,,,ENERGY,0,,0,1,1,,0,0,0,,,700,300,3,200,,,"GUIDED_POOR, DO_NOT_AIM, SYSTEM",,,Appro-Light - Spirit,,Anti Shield,Very Fast,None,,,"Applies %s seconds of [%s] on shield hits.
[%s]:
The shield will take %s additional damage in a %s degree arc around the hit point: this does not stack.",3 | Shield Instability | Shield Instability | 20% | 30,,,TRUE,108987
Frightener SRM (fighter),AL_thunder_fighter,,,,500,,1000,,50,,,1,0,,ENERGY,0,,0,6,1,,0,0,0,0,,550,400,1.5,250,,,"DO_NOT_AIM,SYSTEM",,,,,,,,,,"For %s seconds after hitting the target, the target takes %s additional energy and EMP damage.
This effect does not stack.",3 | 10%,,,,
PF-Blue Gull Rocket Launcher (fighter),AL_bluegull_fighter,,,,1500,,100,,5,30,,,,,ENERGY,0,,0,5,4,,5,25,5,10,,550,50,3.5,50,,,SYSTEM,,,,,,,,,,,,,,,
PF-Dowel Beam,AL_dowelbeam,,,,400,100,,400,0,,,,,,ENERGY,,0,0,0.25,,,,,,,1200,,,,,,,"SYSTEM,PD,ANTI_FTR",,,,,,,,,,,,,,,
PF-Flamberge Ion Cannon(Left),AL_fbig_ftr_l,,,,500,,50,20,,30,,,,,ENERGY,10,,0,0.7,3,0.1,1,6,1,2,,800,,,,,,SYSTEM,,,,,,,,,,,,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / %s chance every %s seconds],75 | 2 | 25 | 0.1 | 10%,,
PF-Flamberge Ion Cannon(Right),AL_fbig_ftr_r,,,,500,,50,20,,30,,,,,ENERGY,10,,0,0.7,3,0.1,1,6,1,2,,800,,,,,,SYSTEM,,,,,,,,,,,,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / %s chance every %s seconds],75 | 2 | 25 | 0.1 | 10%,,
Moonfire AS,AL_moonfire_as,,,,600,,50,,20,30,,,,,KINETIC,50,,0,0.5,,,0,4,1,1,,800,,,20,,,SYSTEM,,,,,,,,,,,,,,,
Spider Cannon (Fighter),AL_spiderpalp_fighter,,,,450,,50,0,0,25,,,,,ENERGY,25,,0,0.333,,,0,2,1,5,,1000,,,100,,,SYSTEM,,,,,,,,,,,,,,,108994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Medium weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaDR Beam,AL_explodebeam,1,,2250,900,100,,,0,15,8,,,,ENERGY,,60,0.5,0.5,,,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"beam12,LR,alpj_spirit_bp",,Appro-Light - Spirit,,Anti-Armor,,,,,"When %s or more beams hit the same ship simultaneously:
The target will temporarily take %s/%s additional energy damage to its shields/hull, respectively.",2 | 10% | 20%,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / %s chance every %s seconds],100 | 1 | 30 | 10% | 0.1,,108999
Pre-Collimation Beam,AL_precollimation,2,,3000,600,800,,,0,15,12,3,0.15,,HIGH_EXPLOSIVE,,640,0.5,0.25,0.75,1,,,,,8000,,,,,,,"STRIKE, USE_VS_FRIGATES","beam6,strike12,alpj_spirit_bp",,Appro-Light - Spirit,,Anti-Armor,,,,,"Aims for %s seconds before dealing the listed damage over a period of %s seconds. The hit strength of the damage is %s times larger.
When hitting an enemy ship, it has a chance to trigger a shield piercing arc that deals EMP damage.
The base chance is equal to that of Fire Corrosion, while the probability of shield penetration will be multiplied by the percentage of the hit ship's hard flux.",1 | 0.5 | 2 | 0.1,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / %s chance every %s seconds],200 | 2 | 30 | 75% | 0.1,,108975
Spider Pulse Cannon,AL_spiderpulse,1,,1500,700,,50,0,0,25,10,,,,ENERGY,40,,0,0.5,,,2,10,2,30,,1000,,,100,,,,"energy10,alpj_ether_bp,AL_sbpUpgradable",,Appro-Light - Ether,,Anti-Shield,,,,,"Also fires %s sub-projectiles, each dealing %s energy damage.
If the firing ship has the %s hullmod installed, %s additional sub-projectiles are fired.",1~3 | 5 | Phantom Ammo Feeder | 2,,,,108994
Igniter Launcher,AL_lighter,1,,1200,1600,,2500,,75,20,10,6,,,HIGH_EXPLOSIVE,0,,0,12,1,,0,0,0,0,,600,150,3,400,,,STRIKE,"rocket8,strike15,alpj_spirit_bp",,Appro-Light - Spirit,,Torpedo,Very Fast,None,,,,,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / chance %s ],1000 | 4 | 80 | 100%,TRUE,108997
Ruler SRM Pod,AL_ruler_med,1,,1200,1500,,150,,20,10,10,60,,,KINETIC,0,,0,5.6,2,0.4,0,0,0,,,350,100,5,150,,,"GUIDED_POOR, DO_NOT_AIM","missile14,strike8,alpj_ether_bp",,Appro-Light - Ether,,Anti Shield,Slow,Medium,,,"Every %s hits against a target triggers [%s] for %s seconds, reducing their maneuverability and top speed by %s; this effect does not stack, and decays over time.
If the ship has the %s hullmod, triggering [%s] also randomly spawns a %s which deals %s energy and EMP damage, depending on the target's hard flux level.",4 | Ruler Lockdown | 4 | 50% | AL Chained Upgrade | Ruler Lockdown | shield-piercing arc | 300,,,,108995
Condemnation MIRV Launcher,AL_condemnpod,1,0.5,1500,2000,,1000,,75,10,12,9,,,HIGH_EXPLOSIVE,0,,0,10,1,0,0,0,0,,,450,300,6,400,,,"GUIDED_POOR, DO_NOT_AIM","missile15,alpj_spirit_bp",,Appro-Light - Spirit,,Finisher,Fast,Poor,,,Hitting armor or hull deals energy damage equal to %s of the target's current hull value.,5%,,,TRUE,108995
Frightener MRM Launcher,AL_thunderpod,1,0.25,1750,2500,,1250,,50,15,12,4,0.0166,,ENERGY,0,,0,10,1,,0,0,0,0,,600,0,5,250,,,"DO_NOT_AIM, CONSERVE_2","utility14,missile10,strike8,alpj_spirit_bp",,Appro-Light - Spirit,,Suppression,Very Fast,Excellent,,,"For %s seconds after hitting the target, the target takes %s additional energy and EMP damage.
This effect does not stack.",3 | 10%,,,TRUE,108973
PF-Respector Star-Cannon,AL_respectorcannon,2,0.5,2000,700,,800,400,0,12,15,,,,ENERGY,1120,,0.8,2.4,1,,0,0,0,0,,1200,,,,,,,"enegy14,prime_flame_bp,AL_sbpUpgradable",,Prime Flame Clan,,Anti-Armor,,,,,"When %s triggers, it deals additional damage over time directly to the hull with a total damage of %s~%s the corrosion damage.
If the firing ship has the %s hullmod, this weapon will not benefit from that hullmod's effects, but its damage will be increased by %s.",Fire Corrosion | 40% | 60% | Phantom Ammo Feeder | 25%,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / chance %s ],400 | 2 | 60 | 100%,,1089931
Respector Tri-Beam,AL_respectbeam,1,,1750,900,200,0,0,0,20,12,,,,ENERGY,,120,0.1,0.1,,,,,,,2400,,,,,,,,"beam9,alpj_spirit_bp",,Appro-Light - Spirit,,Remote Support,,,,,"While hitting a target, every %s seconds there is an up to %s chance, based on the firing ship's flux levels, of releasing an energy arc dealing %s energy damage (no EMP effect).",0.5 | 50% | 200,,,,108993
Warpspeed Railgun,AL_railgun,3,0.5,2500,800,,150,100,0,20,14,,,,ENERGY,240,,0.25,0.75,1,,0,4,1,1,,1000,1000,,,,,,"energy14,alpj_ether_bp",,Appro-Light - Ether,,Normal,,,,,Increases damage based on range up to a maximum of %s times the original damage.,2,,,,108986
Star Imager Tracking Gun,AL_starimage,2,,2000,800,,250,,50,10,12,,,,HIGH_EXPLOSIVE,300,,0,1,1,,0,5,3,2,,1000,,,300,,,,"he8,alpj_ether_bp",,Appro-Light - Ether,,Anti-Armor,,,,,,,,,,108981
Heavy Moonfire,AL_moonfire_medium,2,,1750,800,,50,,30,30,12,,,,KINETIC,50,,0,0.25,,,2,8,2,4,,800,,,20,,,,"kinetic14,hist1t,prime_flame_bp",,Prime Flame Clan,,Anti-Shield,,,,,Has a %s chance to increase the damage of [%s] to %s.,50% | Fire Corrosion | 150,Fire Corrosion: [total %s damage / duration %s second(s) / radius %s / chance %s ],120 | 2.5 | 30 | 10%,,108970
