name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
###常规武器###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##标准PD##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
等离子近防炮,ssp_FragMachinegun,0,0.5,700,550,,100,,1,60,7,3,2.5,3,FRAGMENTATION,25,,0,0.2,3,0.2,0,15,15,500,,600,,,100,,,PD,"ssp_bp,pd7",,楼兰工业,,点防御(范围),,,,,,,每轮开火的第一发的精准度极高，且后座恢复极快,,,6086
澄空高射炮,ssp_TriFlak,0,0.5,1200,600,,300,,0,35,12,,,,FRAGMENTATION,75,,0,3.6,1,0,0,0,0,0,,700,,,200,,,PD,"ssp_bp,pd14",,楼兰工业,,点防御(范围),,,,,,,,,,
##能量武器##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递送者光束,ssp_DeliverPDLaser,0,0.5,1100,800,150,,,0,60,11,,,,ENERGY,,120,0.1,0.1,,,,,,,3600,,,,,,,,"ssp_bp,energy6",,楼兰工业,,特殊,,,,,%s :多个不同舰船发射的光束命中 %s 时可在舰船间传递幅能，直到各舰船幅能水平相同。每个具有递送透镜的光束将增加传输速率 %s 幅能/秒，且所有幅能都会转化为软幅能。,递送透镜|相同舰船|100,,,,274
热能射线枪,ssp_heatbeam,0,0.5,1000,1000,180,,,0,12,10,,,,HIGH_EXPLOSIVE,,180,0.1,0.1,,,,,,,2400,,,,,,,,"he7,beam8,ssp_bp",,楼兰工业,,压制,,,,,,,,,,2
凝视射线阵列,ssp_spot,0,0.5,1000,1000,450,,,0,15,10,20,4,20,ENERGY,,450,0,0,0.1,0,,,,,1000000,,,,,,,,"energy6,beam6,ssp_bp",,楼兰工业,,突击,,,,,光束可以穿过友方,,,,,3
炽焰之环,ssp_solareclipse,0,0.5,2000,800,,750,,300,4,18,,,,ENERGY,900,,0.75,1.5,,,0,3,1.5,0.6,,1000,,,400,,,,"energy10, LR, ssp_bp",,楼兰工业,,通常,,,,,,,,,,4
充电长矛,ssp_LargeShredder,0,0.5,3000,1000,600,,,0,4,30,,,,KINETIC,,1500,0.25,0.1,2.1,10,,,,,1000000,,,,,,,,"energy6,beam6, LR, ssp_bp",,楼兰工业,,反护盾,,,,,对即将结束照射时击中的目标发射 %s 道伤害属性等于光束的电弧，每道电弧拥有 %s 基础伤害与 %s 基础EMP，电弧的伤害和EMP可随舰船幅能水平最多提升 %s 。,10|100|100|100%,,,,3.51
