id,type,text1,text2,text3,notes
xlu_gattler,WEAPON,"A heavy-rotary loaded minigun that releases an intense hail of fragmentation bullets against missiles and strike craft. The weapon must be reloaded periodically.

Fired simultaneously the from top and bottom barrels, the Gattler achieves a firing speed unlike any other. Granted by its unusual autoload mechanism, that feeds in on both ends of the rotary cannon, the Gattler depletes its munition quickly enough that it requires constant feeding of box-magazines in order to stay into combat properly.",Point Defense,,
xlu_shotcannon_s,WEAPON,"Fires a group of metal pellets in a single, inaccurate blast. The Shotcannon is designed to either overwhelm flux shields or destroy remote munitions.",Close Support,,
xlu_light_triac,WEAPON,A triple barreled version of the Light AC. A high-end burst cannon the comes off with a similar shock effect of the more capable Heavy AC.,Close Support,,
xlu_mortar_s,WEAPON,"A modern revision of the Light Mortar, it fires anti-armor shell in a sized burst at a relatively moderate range.

A weapon not typically seen in common eyes, this mortar variant is often used for remote bombardment options should glassing a small area deemed an exact decision. Otherwise, its slow projectiles are easily avoidable in direct combat if the mounted weapon happens to be dealing with frigates of user's size. Warshots tend to resort on this weapon, should the budget be too endearing to set up.",Assault,,
xlu_stubbon,WEAPON,"A small, belt-fed rotatory cannon, designed to be carried by frigates to puncture opened holes on enemy ships. The Stubbon is often fielded in large numbers with suppressing fire in mind, pressuring strike craft and having a bare minimum armament without asking too much.

A lost technology that is forcibly removed because of too much practicality built around this weapon. Often scrubbed from Domain tech files, as this weapon was very likely to be used by rebels and dissidents who know how to build it even almost by hand. As the earliest Waymakers defragged the deliberately forgotten device, the usage became obvious.

Now every fleet in the Union uses this weapon, and is often celebrated with for its reliability and ubiquity. Down to every Lanestate crew member, told what were its basic components and tweaks are, often answered in a complete, detailed description. The Stubbon inevitably led to newer, more powerful rotary cannons. Often asking the question, ""Is it enough?""",General,,
xlu_gyropult_s,WEAPON,"An intrinsicly simple pneumatic bomb bay with a munition nanoforge to extend its limited purpose from its original design. Gyropults are the spacefaring equivalent of painstakingly throwing anvils from a rooftop.

More or less a half-open turret emplacement with a shielded pnuematic arm to push the bombs out once they are loaded into the firing position. The munition forge is a part of the weapon system. Much like most of the weapons that use ballistics, the lack of such a technology in spite being readily available even for the Pilum models seemed the ammo storage was more of an afterthought.

Much like the Stubbon rotary cannon, Gyropults can even be assembled by hand but, also like the Stubbon, the LPC for the forge has to be purchased in order to assemble the bombs specifically for the turret of this bore. A moderate explosive yield normally seen with the Bolton cannon or the Maul, but the size difference is noticeably smaller due to its lack of the ignition casing that protects the projectiles before leaving the barrel.",Strike,,
xlu_40th_mortar_s,WEAPON,"A heavily modified Assault gun that boasts its already rapid firing speed with more damage and efficiency, at the cost of requiring a powerful loading mechanism.",Assault,,
xlu_40th_railgun,WEAPON,"A substantial upgrade of the expansion Railgun, this twin-barreled cannon excels at great efficiency and a higher shield-bursting output.",,,
,,,,,
xlu_hyperflak,WEAPON,An unusual point-defense platform that is capable of unloading specialized shells capable of blasting off missiles and strikecraft from a distance.,Point Defense,,
